,GenesInCluster,EntrezID,EnrichedGO
210,"['PRY1', 'YMC1', 'PMA2', 'MUP1']","query
PRY1    853366
YMC1    856171
PMA2    856071
MUP1    852946
Name: entrezgene, dtype: object","{'GO:0006865': (['852946', '856171'], 0.005694065053894498, 55), 'GO:0022857': (['856071', '852946', '856171'], 0.005694065053894498, 352), 'GO:0006811': (['856071', '852946', '856171'], 0.005694065053894498, 376), 'GO:0055085': (['856071', '852946', '856171'], 0.007444631853689276, 454), 'GO:0005886': (['856071', '852946'], 0.10285179316043433, 421), 'GO:0042221': (['852946', '856171'], 0.1256170258999567, 515), 'GO:0006869': (['853366'], 0.14222990751930076, 76), 'GO:0005576': (['853366'], 0.16122625920392697, 99), 'GO:0008289': (['853366'], 0.17703666104900284, 123), 'GO:0016020': (['856071', '852946', '856171'], 0.19874360347606038, 1977), 'GO:0051186': (['856171'], 0.2678190562091103, 249), 'GO:0005773': (['856171'], 0.2678190562091103, 270), 'GO:0016887': (['856071'], 0.2678190562091103, 279), 'GO:0005740': (['856171'], 0.3471139472696736, 401), 'GO:0043167': (['853366', '856071'], 0.36256487211098665, 1564), 'GO:0005739': (['856171'], 0.6005886773388378, 893), 'GO:0016787': (['856071'], 0.6232847877342846, 1014), 'GO:0005575': (['853366', '852946', '856071', '856171'], 0.9901701711670375, 6044), 'GO:0003674': (['853366', '852946', '856071', '856171'], 0.9974615275368941, 6265), 'GO:0005737': (['856171'], 0.9974615275368941, 3926), 'GO:0008150': (['853366', '852946', '856071', '856171'], 0.9974615275368941, 6293)}"
211,"['NMD4', 'INP1', 'MVP1', 'MRL1', 'APS2', 'NEM1']","query
NMD4    851077
INP1    855244
MVP1    855016
MRL1    856194
APS2    853521
NEM1    856393
Name: entrezgene, dtype: object","{'GO:0031410': (['856194', '855016', '853521'], 0.03498317286167574, 261), 'GO:0012505': (['856194', '855016', '853521', '856393'], 0.06123211091053765, 881), 'GO:0016020': (['856393', '856194', '855244', '855016', '853521'], 0.12162733715375355, 1977), 'GO:0007031': (['855244'], 0.18649704994959282, 51), 'GO:0008565': (['853521'], 0.18649704994959282, 52), 'GO:0048308': (['855244'], 0.18649704994959282, 60), 'GO:0030674': (['855244'], 0.18649704994959282, 62), 'GO:0005737': (['851077', '856393', '856194', '855244', '855016', '853521'], 0.18649704994959282, 3926), 'GO:0006997': (['856393'], 0.18649704994959282, 67), 'GO:0005777': (['855244'], 0.18817887127938535, 79), 'GO:0016197': (['855016'], 0.18817887127938535, 85), 'GO:0006470': (['856393'], 0.18817887127938535, 91), 'GO:0016791': (['856393'], 0.1902040510659628, 100), 'GO:0006897': (['853521'], 0.19855409639228652, 113), 'GO:0008289': (['855016'], 0.20092035104207254, 123), 'GO:0006401': (['851077'], 0.2215607136929951, 146), 'GO:0006605': (['855016'], 0.2549670247199774, 181), 'GO:0005794': (['856194'], 0.32833174132953474, 254), 'GO:0006629': (['856393'], 0.39841272939715605, 336), 'GO:0005886': (['853521'], 0.45870323262697443, 421), 'GO:0005783': (['856393'], 0.48011719752634363, 472), 'GO:0005634': (['855016', '856393'], 0.7645417054353753, 2044), 'GO:0016787': (['856393'], 0.7645417054353753, 1014), 'GO:0005575': (['851077', '856393', '856194', '855244', '855016', '853521'], 0.8796240533262103, 6044), 'GO:0043167': (['855016'], 0.8852665211350379, 1564), 'GO:0003674': (['851077', '856393', '856194', '855244', '855016', '853521'], 0.9961947087695777, 6265), 'GO:0008150': (['851077', '856393', '856194', '855244', '855016', '853521'], 0.9961947087695777, 6293)}"
212,"['DIC1', 'IZH2', 'DOM34', 'YJR015W', 'TAN1', 'LSM1', 'SEC72', 'SMI1', 'GET1', 'MSC6', 'HOT1', 'RGT1', 'YFH7', 'GIM3']","query
DIC1       851063
IZH2       854160
DOM34      855731
YJR015W    853472
TAN1       852619
LSM1       853318
SEC72      850999
SMI1       853144
GET1       852864
MSC6       854536
HOT1       855208
RGT1       853828
YFH7       850558
GIM3       855569
Name: entrezgene, dtype: object","{'GO:0006366': (['855569', '853828', '854160', '855208'], 0.629927760824464, 500), 'GO:0006401': (['855731', '853318'], 0.629927760824464, 146), 'GO:0003700': (['853828', '855208'], 0.629927760824464, 187), 'GO:0055085': (['850999', '853828', '851063'], 0.629927760824464, 454), 'GO:0005783': (['852864', '850999', '853472'], 0.629927760824464, 472), 'GO:0008643': (['853828'], 0.629927760824464, 46), 'GO:0008565': (['850999'], 0.629927760824464, 52), 'GO:0000988': (['853828'], 0.629927760824464, 67), 'GO:0051321': (['854536', '855731'], 0.629927760824464, 304), 'GO:0006352': (['855208'], 0.629927760824464, 78), 'GO:0003729': (['853318'], 0.629927760824464, 79), 'GO:0051082': (['855569'], 0.629927760824464, 80), 'GO:0006970': (['855208'], 0.629927760824464, 84), 'GO:0051049': (['853828'], 0.629927760824464, 86), 'GO:0008092': (['855569'], 0.629927760824464, 95), 'GO:0006354': (['855569'], 0.629927760824464, 97), 'GO:0009451': (['852619'], 0.629927760824464, 105), 'GO:0006457': (['855569'], 0.629927760824464, 107), 'GO:0003682': (['853318'], 0.629927760824464, 116), 'GO:0006417': (['855731'], 0.629927760824464, 119), 'GO:0008033': (['852619'], 0.629927760824464, 125), 'GO:0006873': (['854160'], 0.629927760824464, 132), 'GO:0004518': (['855731'], 0.629927760824464, 156), 'GO:0012505': (['852864', '850999', '853472'], 0.629927760824464, 881), 'GO:0032787': (['854160'], 0.629927760824464, 169), 'GO:0042221': (['855569', '854160'], 0.629927760824464, 515), 'GO:0006605': (['850999'], 0.629927760824464, 181), 'GO:0005737': (['855569', '851063', '852864', '855731', '853472', '850999', '853318', '854536', '853828', '852619'], 0.629927760824464, 3926), 'GO:0048193': (['852864'], 0.629927760824464, 194), 'GO:0005933': (['853144'], 0.629927760824464, 203), 'GO:0003677': (['853828', '853144'], 0.629927760824464, 577), 'GO:0006397': (['853318'], 0.629927760824464, 208), 'GO:0030427': (['853144'], 0.629927760824464, 209), 'GO:0016301': (['850558'], 0.629927760824464, 215), 'GO:0051603': (['855569'], 0.629927760824464, 230), 'GO:0006310': (['854536'], 0.629927760824464, 244), 'GO:0071554': (['853144'], 0.629927760824464, 245), 'GO:0048285': (['854536'], 0.629927760824464, 251), 'GO:0005794': (['852864'], 0.629927760824464, 254), 'GO:0051726': (['853144'], 0.629927760824464, 256), 'GO:0005975': (['853828'], 0.629927760824464, 266), 'GO:0016020': (['851063', '852864', '853472', '850999', '854160'], 0.629927760824464, 1977), 'GO:0055086': (['850558'], 0.629927760824464, 274), 'GO:0016887': (['850558'], 0.629927760824464, 279), 'GO:0005634': (['853318', '855208', '853828', '852619', '853144'], 0.6506491159706801, 2044), 'GO:0006629': (['854160'], 0.6655695885076814, 336), 'GO:0000278': (['853144'], 0.6655695885076814, 338), 'GO:0022857': (['851063'], 0.6655695885076814, 352), 'GO:0005575': (['855569', '851063', '852864', '855731', '853472', '850999', '854160', '853318', '855208', '854536', '852619', '853828', '850558', '853144'], 0.6655695885076814, 6044), 'GO:0006811': (['851063'], 0.6655695885076814, 376), 'GO:0003723': (['853318', '852619'], 0.6655695885076814, 870), 'GO:0005740': (['851063'], 0.6655695885076814, 401), 'GO:0005739': (['854536', '851063'], 0.6655695885076814, 893), 'GO:0016740': (['852619', '850558'], 0.6655695885076814, 893), 'GO:0005886': (['854160'], 0.6655695885076814, 421), 'GO:0016787': (['855731', '850558'], 0.7210597717393392, 1014), 'GO:0043167': (['853828', '855731', '850558'], 0.7392129029282626, 1564), 'GO:0008150': (['855569', '851063', '852864', '855731', '853472', '850999', '854160', '853318', '855208', '854536', '852619', '853828', '850558', '853144'], 0.9977435300530737, 6293), 'GO:0003674': (['855569', '851063', '852864', '855731', '853472', '850999', '854160', '853318', '855208', '852619', '853828', '850558', '853144'], 0.9977435300530737, 6265)}"
213,"['MVB12', 'YKL069W', 'YHR003C', 'RTT102', 'SCY1']","query
MVB12      853120
YKL069W    853794
YHR003C       NaN
RTT102     853192
SCY1       852797
Name: entrezgene, dtype: object","{'GO:0032182': (['853120'], 0.4554602408508653, 43), 'GO:0042221': (['853120', '853794'], 0.4554602408508653, 515), 'GO:0016197': (['853120'], 0.4554602408508653, 85), 'GO:0006354': (['853192'], 0.4554602408508653, 97), 'GO:0006979': (['853794'], 0.4554602408508653, 110), 'GO:0006605': (['853120'], 0.45619608050540267, 181), 'GO:0015931': (['853120'], 0.45619608050540267, 208), 'GO:0007059': (['853192'], 0.45619608050540267, 211), 'GO:0016301': (['852797'], 0.45619608050540267, 215), 'GO:0006468': (['852797'], 0.45619608050540267, 232), 'GO:0031410': (['853120'], 0.45619608050540267, 261), 'GO:0016887': (['853192'], 0.45619608050540267, 279), 'GO:0016491': (['853794'], 0.4673862360783066, 337), 'GO:0006325': (['853192'], 0.4673862360783066, 340), 'GO:0006811': (['853120'], 0.47694059598693983, 376), 'GO:0005694': (['853192'], 0.5380573859119739, 469), 'GO:0006366': (['853192'], 0.5380573859119739, 500), 'GO:0005634': (['853192', '853794'], 0.7215915680673648, 2044), 'GO:0012505': (['853120'], 0.7215915680673648, 881), 'GO:0016740': (['852797'], 0.7215915680673648, 893), 'GO:0016787': (['853192'], 0.751298772702296, 1014), 'GO:0043167': (['852797'], 0.9328609769863756, 1564), 'GO:0016020': (['853120'], 0.995516598480568, 1977), 'GO:0005737': (['853120', '853794'], 0.9999959700397669, 3926), 'GO:0005575': (['853192', '853120', '853794'], 0.9999959700397669, 6044), 'GO:0003674': (['853192', '852797', '853120', '853794'], 0.9999959700397669, 6265), 'GO:0008150': (['853192', '852797', '853120', '853794'], 0.9999959700397669, 6293)}"
214,"['MYO5', 'YAF9', 'PPE1', 'PCP1', 'FZF1']","query
MYO5    855136
YAF9    855616
PPE1    856474
PCP1    852993
FZF1    852638
Name: entrezgene, dtype: object","{'GO:0033043': (['855136', '852993'], 0.29276314178829876, 305), 'GO:0016787': (['856474', '855136', '852993'], 0.29276314178829876, 1014), 'GO:0006887': (['855136'], 0.29276314178829876, 52), 'GO:0007114': (['855136'], 0.29276314178829876, 57), 'GO:0051604': (['852993'], 0.29276314178829876, 75), 'GO:0006970': (['855136'], 0.29276314178829876, 84), 'GO:0051049': (['852638'], 0.29276314178829876, 86), 'GO:0000910': (['855136'], 0.29276314178829876, 87), 'GO:0006470': (['856474'], 0.29276314178829876, 91), 'GO:0008092': (['855136'], 0.29276314178829876, 95), 'GO:0006897': (['855136'], 0.314771954773069, 113), 'GO:0005938': (['855136'], 0.34439595142118323, 166), 'GO:0032543': (['856474'], 0.34439595142118323, 168), 'GO:0008233': (['852993'], 0.34439595142118323, 174), 'GO:0031399': (['856474'], 0.34439595142118323, 182), 'GO:0003700': (['852638'], 0.34439595142118323, 187), 'GO:0005739': (['856474', '852993'], 0.34439595142118323, 893), 'GO:0003735': (['856474'], 0.34439595142118323, 231), 'GO:0005856': (['855136'], 0.34439595142118323, 236), 'GO:0071554': (['855136'], 0.34439595142118323, 245), 'GO:0007010': (['855136'], 0.34439595142118323, 254), 'GO:0007005': (['852993'], 0.34439595142118323, 259), 'GO:0006281': (['855616'], 0.35903469438114083, 293), 'GO:0005840': (['856474'], 0.35903469438114083, 300), 'GO:0006974': (['855616'], 0.35903469438114083, 336), 'GO:0000278': (['855136'], 0.35903469438114083, 338), 'GO:0006325': (['855616'], 0.35903469438114083, 340), 'GO:0005198': (['856474'], 0.36547172106278913, 367), 'GO:0006811': (['852638'], 0.36547172106278913, 376), 'GO:0005740': (['852993'], 0.37380535113397845, 401), 'GO:0005694': (['855616'], 0.41407355819446906, 469), 'GO:0006366': (['852638'], 0.42347109076405365, 500), 'GO:0043167': (['852638', '855136'], 0.4360456144405006, 1564), 'GO:0005737': (['855136', '855616', '856474', '852993'], 0.4360456144405006, 3926), 'GO:0003677': (['852638'], 0.4360456144405006, 577), 'GO:0005634': (['852638', '855616'], 0.5797018521705, 2044), 'GO:0005575': (['855616', '855136', '852993', '856474', '852638'], 0.8806677221966078, 6044), 'GO:0016020': (['852993'], 0.8926659557525561, 1977), 'GO:0003674': (['855616', '855136', '852993', '856474', '852638'], 0.996827916911176, 6265), 'GO:0008150': (['855616', '855136', '852993', '856474', '852638'], 0.996827916911176, 6293)}"
215,"['APL1', 'SAS5', 'SWE1', 'YDR307W', 'NTG2', 'LRO1']","query
APL1       853461
SAS5       854388
SWE1       853252
YDR307W       NaN
NTG2       854114
LRO1       855742
Name: entrezgene, dtype: object","{'GO:0018193': (['853252', '854388'], 0.41308317160534297, 201), 'GO:0006629': (['853252', '855742'], 0.41308317160534297, 336), 'GO:0016740': (['853252', '854388', '855742'], 0.41308317160534297, 893), 'GO:0016798': (['854114'], 0.41308317160534297, 59), 'GO:0043543': (['854388'], 0.41308317160534297, 73), 'GO:0016829': (['854114'], 0.41308317160534297, 107), 'GO:0006897': (['853461'], 0.41308317160534297, 113), 'GO:0016570': (['854388'], 0.41308317160534297, 130), 'GO:0031399': (['853252'], 0.41308317160534297, 182), 'GO:0005933': (['853252'], 0.41308317160534297, 203), 'GO:0030427': (['853252'], 0.41308317160534297, 209), 'GO:0016301': (['853252'], 0.41308317160534297, 215), 'GO:0012505': (['855742', '853461'], 0.41308317160534297, 881), 'GO:0006468': (['853252'], 0.41308317160534297, 232), 'GO:0048285': (['853252'], 0.41308317160534297, 251), 'GO:0007010': (['853252'], 0.41308317160534297, 254), 'GO:0051726': (['853252'], 0.41308317160534297, 256), 'GO:0031410': (['853461'], 0.41308317160534297, 261), 'GO:0006281': (['854114'], 0.41308317160534297, 293), 'GO:0051321': (['853252'], 0.41308317160534297, 304), 'GO:0033043': (['853252'], 0.41308317160534297, 305), 'GO:0006974': (['854114'], 0.41308317160534297, 336), 'GO:0000278': (['853252'], 0.41308317160534297, 338), 'GO:0006325': (['854388'], 0.41308317160534297, 340), 'GO:0005634': (['853252', '854388', '854114'], 0.42347323686142274, 2044), 'GO:0005886': (['853461'], 0.45739638581037334, 421), 'GO:0005694': (['854388'], 0.4667806087061674, 469), 'GO:0005783': (['855742'], 0.4667806087061674, 472), 'GO:0043167': (['853252', '854114'], 0.5578246279837347, 1564), 'GO:0016020': (['855742', '853461'], 0.7110542400698557, 1977), 'GO:0016787': (['854114'], 0.7353119150244648, 1014), 'GO:0005737': (['855742', '853461'], 0.9999939576191674, 3926), 'GO:0005575': (['853252', '855742', '853461', '854114', '854388'], 0.9999939576191674, 6044), 'GO:0003674': (['853252', '855742', '853461', '854114', '854388'], 0.9999939576191674, 6265), 'GO:0008150': (['853252', '855742', '853461', '854114', '854388'], 0.9999939576191674, 6293)}"
216,"['PMT1', 'SMY1', 'DOA1', 'RRM3']","query
PMT1    851462
SMY1    853783
DOA1    853667
RRM3    856426
Name: entrezgene, dtype: object","{'GO:0051603': (['853667', '851462'], 0.1695134516769817, 230), 'GO:0006281': (['853667', '856426'], 0.1695134516769817, 293), 'GO:0006974': (['853667', '856426'], 0.1695134516769817, 336), 'GO:0032182': (['853667'], 0.1997591827753298, 43), 'GO:0006887': (['853783'], 0.1997591827753298, 52), 'GO:0006486': (['851462'], 0.1997591827753298, 72), 'GO:0032200': (['856426'], 0.1997591827753298, 81), 'GO:0008092': (['853783'], 0.1997591827753298, 95), 'GO:0016757': (['851462'], 0.1997591827753298, 103), 'GO:0004386': (['856426'], 0.1997591827753298, 109), 'GO:0051052': (['856426'], 0.1997591827753298, 111), 'GO:0006260': (['856426'], 0.24357750866650818, 149), 'GO:0005933': (['853783'], 0.2694337076919965, 203), 'GO:0016787': (['853783', '856426'], 0.2694337076919965, 1014), 'GO:0030427': (['853783'], 0.2694337076919965, 209), 'GO:0005856': (['853783'], 0.28338715273190496, 236), 'GO:0007005': (['856426'], 0.28389333828817137, 259), 'GO:0016887': (['856426'], 0.28389333828817137, 279), 'GO:0023052': (['851462'], 0.28389333828817137, 284), 'GO:0043167': (['853783', '856426'], 0.38948013602788123, 1564), 'GO:0005694': (['856426'], 0.38948013602788123, 469), 'GO:0005783': (['851462'], 0.38948013602788123, 472), 'GO:0042221': (['851462'], 0.40229654401148407, 515), 'GO:0003677': (['856426'], 0.4255377225793365, 577), 'GO:0005634': (['853667', '856426'], 0.5016094897331215, 2044), 'GO:0012505': (['851462'], 0.5423305163976807, 881), 'GO:0016740': (['851462'], 0.5423305163976807, 893), 'GO:0005737': (['853667', '853783', '851462'], 0.589843553652334, 3926), 'GO:0016020': (['851462'], 0.8590195778301797, 1977), 'GO:0005575': (['853667', '853783', '856426', '851462'], 0.905298442209863, 6044), 'GO:0003674': (['853667', '853783', '856426', '851462'], 0.9974615275368941, 6265), 'GO:0008150': (['853667', '853783', '856426', '851462'], 0.9974615275368941, 6293)}"
217,"['IRC4', 'YLR407W', 'MRN1', 'MCM21', 'BUD17', 'TIM13']","query
IRC4       852153
YLR407W    851123
MRN1       855917
MCM21      851916
BUD17      855761
TIM13      853093
Name: entrezgene, dtype: object","{'GO:0006310': (['851916', '852153'], 0.41872778637262104, 244), 'GO:0008565': (['853093'], 0.41872778637262104, 52), 'GO:0006766': (['855761'], 0.41872778637262104, 53), 'GO:0005634': (['855761', '852153', '855917', '851916'], 0.41872778637262104, 2044), 'GO:0051052': (['851916'], 0.41872778637262104, 111), 'GO:0006417': (['855917'], 0.41872778637262104, 119), 'GO:0008380': (['855917'], 0.41872778637262104, 144), 'GO:0005938': (['851123'], 0.41872778637262104, 166), 'GO:0006605': (['853093'], 0.41872778637262104, 181), 'GO:0006397': (['855917'], 0.41872778637262104, 208), 'GO:0007059': (['851916'], 0.41872778637262104, 211), 'GO:0016301': (['855761'], 0.41872778637262104, 215), 'GO:0051186': (['855761'], 0.41872778637262104, 249), 'GO:0048285': (['851916'], 0.41872778637262104, 251), 'GO:0051726': (['851916'], 0.41872778637262104, 256), 'GO:0007005': (['853093'], 0.41872778637262104, 259), 'GO:0006281': (['852153'], 0.41872778637262104, 293), 'GO:0051321': (['851916'], 0.41872778637262104, 304), 'GO:0033043': (['851916'], 0.41872778637262104, 305), 'GO:0005737': (['855761', '853093', '851123', '852153', '855917'], 0.41872778637262104, 3926), 'GO:0006974': (['852153'], 0.41872778637262104, 336), 'GO:0000278': (['851916'], 0.41872778637262104, 338), 'GO:0006325': (['855917'], 0.41872778637262104, 340), 'GO:0005740': (['853093'], 0.4620909886473148, 401), 'GO:0055085': (['853093'], 0.48578911429188876, 454), 'GO:0005694': (['851916'], 0.48578911429188876, 469), 'GO:0043167': (['855761', '853093'], 0.5820265430602777, 1564), 'GO:0003723': (['855917'], 0.6805947113770631, 870), 'GO:0005739': (['853093'], 0.6805947113770631, 893), 'GO:0016740': (['855761'], 0.6805947113770631, 893), 'GO:0005575': (['855761', '853093', '851916', '855917', '852153', '851123'], 0.857554632633438, 6044), 'GO:0016020': (['853093'], 0.951728188035417, 1977), 'GO:0003674': (['855761', '853093', '851916', '855917', '852153', '851123'], 0.9961947087695778, 6265), 'GO:0008150': (['855761', '853093', '851916', '855917', '852153', '851123'], 0.9961947087695778, 6293)}"
218,"['CAP2', 'DIP5', 'ARF3', 'ATX2', 'TWF1', 'DOT5']","query
CAP2    854777
DIP5    855863
ARF3    854261
ATX2    854246
TWF1    852971
DOT5    854805
Name: entrezgene, dtype: object","{'GO:0007010': (['854777', '852971', '854261'], 0.04310158981597745, 254), 'GO:0008092': (['854777', '852971'], 0.05902238889258471, 95), 'GO:0005938': (['854777', '852971'], 0.10882937053212212, 166), 'GO:0005933': (['854777', '854261'], 0.10882937053212212, 203), 'GO:0030427': (['854777', '854261'], 0.10882937053212212, 209), 'GO:0005856': (['854777', '852971'], 0.1126136705840082, 236), 'GO:0005794': (['854261', '854246'], 0.1126136705840082, 254), 'GO:0033043': (['854777', '852971'], 0.13898893052975342, 305), 'GO:0022857': (['855863', '854246'], 0.16124416196257751, 352), 'GO:0006811': (['855863', '854246'], 0.1638695421264745, 376), 'GO:0006865': (['855863'], 0.1678085098779287, 55), 'GO:0055085': (['855863', '854246'], 0.18759126811339136, 454), 'GO:0003729': (['854261'], 0.18759126811339136, 79), 'GO:0003924': (['854261'], 0.18759126811339136, 79), 'GO:0000910': (['854261'], 0.1922053177349488, 87), 'GO:0006979': (['854805'], 0.21802018427388323, 110), 'GO:0006897': (['854261'], 0.21802018427388323, 113), 'GO:0006873': (['854246'], 0.2387284439515225, 132), 'GO:0012505': (['854261', '854246'], 0.37906575875788934, 881), 'GO:0030234': (['854261'], 0.3845160145765332, 253), 'GO:0031410': (['854246'], 0.3845160145765332, 261), 'GO:0006629': (['854261'], 0.4227179791902292, 336), 'GO:0016491': (['854805'], 0.4227179791902292, 337), 'GO:0000278': (['854261'], 0.4227179791902292, 338), 'GO:0005886': (['855863'], 0.4892834481354394, 421), 'GO:0005694': (['854805'], 0.5143649445443528, 469), 'GO:0042221': (['854805'], 0.5342260282643297, 515), 'GO:0003723': (['854261'], 0.731370075500423, 870), 'GO:0005737': (['854777', '852971', '854261', '854246'], 0.731370075500423, 3926), 'GO:0016020': (['855863', '854246'], 0.731370075500423, 1977), 'GO:0016787': (['854261'], 0.7563208268823066, 1014), 'GO:0005575': (['855863', '854805', '854261', '854777', '852971', '854246'], 0.8796240533262103, 6044), 'GO:0043167': (['854261'], 0.894208607207109, 1564), 'GO:0005634': (['854805'], 0.9583171287737654, 2044), 'GO:0003674': (['855863', '854805', '854261', '854777', '852971', '854246'], 0.9961947087695777, 6265), 'GO:0008150': (['855863', '854805', '854261', '854777', '852971', '854246'], 0.9961947087695777, 6293)}"
219,"['PRY3', 'ZRT3', 'AIM44', 'HSP150', 'IZH4', 'YKL075C', 'PIR1']","query
PRY3       853367
ZRT3       853679
AIM44      855945
HSP150     853281
IZH4       854052
YKL075C    853787
PIR1       853692
Name: entrezgene, dtype: object","{'GO:0005576': (['853281', '853367', '853692'], 0.0019577056051971083, 99), 'GO:0005618': (['853281', '853367', '853692'], 0.0019577056051971083, 107), 'GO:0006873': (['854052', '853679'], 0.06882384575025746, 132), 'GO:0071554': (['853281', '853692'], 0.1673996640244888, 245), 'GO:0005198': (['853281', '853692'], 0.28142626388548103, 367), 'GO:0006869': (['853367'], 0.3181549089439489, 76), 'GO:0000910': (['855945'], 0.3181549089439489, 87), 'GO:0005933': (['855945'], 0.5611659891980677, 203), 'GO:0030427': (['855945'], 0.5611659891980677, 209), 'GO:0005773': (['853679'], 0.5930958974206165, 270), 'GO:0016887': (['853281'], 0.5930958974206165, 279), 'GO:0000278': (['855945'], 0.5934921697325315, 338), 'GO:0022857': (['853679'], 0.5934921697325315, 352), 'GO:0006811': (['853679'], 0.5934921697325315, 376), 'GO:0016020': (['854052', '853679', '853367'], 0.5934921697325315, 1977), 'GO:0055085': (['853679'], 0.5934921697325315, 454), 'GO:0005783': (['854052'], 0.5934921697325315, 472), 'GO:0012505': (['854052'], 0.8690816648508021, 881), 'GO:0016787': (['853281'], 0.893596955280827, 1014), 'GO:0005634': (['853692'], 0.9999915442484516, 2044), 'GO:0003674': (['854052', '855945', '853281', '853367', '853692', '853679', '853787'], 0.9999915442484516, 6265), 'GO:0005575': (['854052', '855945', '853281', '853367', '853692', '853679'], 0.9999915442484516, 6044), 'GO:0005737': (['854052', '853679'], 0.9999915442484516, 3926), 'GO:0008150': (['854052', '855945', '853281', '853367', '853692', '853679'], 0.9999915442484516, 6293)}"
220,"['ADH4', 'FIT2', 'FIT1', 'ARN2', 'PPM2', 'YPL109C', 'FIT3', 'MSC2']","query
ADH4       852636
FIT2       854564
FIT1       852147
ARN2       856338
PPM2       854024
YPL109C    855995
FIT3       854565
MSC2       851786
Name: entrezgene, dtype: object","{'GO:0006811': (['851786', '852147', '854565', '854564', '856338'], 0.0009484963156452489, 376), 'GO:0005576': (['854565', '854564', '852147'], 0.0022335069284559056, 99), 'GO:0005618': (['854565', '854564', '852147'], 0.0022335069284559056, 107), 'GO:0006873': (['851786', '856338'], 0.07352648956778585, 132), 'GO:0016020': (['851786', '852147', '854565', '854564', '856338'], 0.3027375687953279, 1977), 'GO:0022857': (['851786', '856338'], 0.3027375687953279, 352), 'GO:0055085': (['851786', '856338'], 0.3636127594751163, 454), 'GO:0008168': (['854024'], 0.3636127594751163, 97), 'GO:0009451': (['854024'], 0.3636127594751163, 105), 'GO:0008033': (['854024'], 0.38531919950931826, 125), 'GO:0006091': (['852636'], 0.5148907757117338, 207), 'GO:0006520': (['852636'], 0.5148907757117338, 244), 'GO:0051186': (['856338'], 0.5148907757117338, 249), 'GO:0031410': (['856338'], 0.5148907757117338, 261), 'GO:0012505': (['851786', '856338'], 0.5148907757117338, 881), 'GO:0005739': (['852636', '854024'], 0.5148907757117338, 893), 'GO:0016491': (['852636'], 0.5444373306986618, 337), 'GO:0005886': (['856338'], 0.6140477850239643, 421), 'GO:0005783': (['851786'], 0.634722540809555, 472), 'GO:0043167': (['852147', '852636'], 0.8175053125489095, 1564), 'GO:0016740': (['854024'], 0.8738388057711317, 893), 'GO:0005737': (['856338', '851786', '852636', '854024'], 0.9999887304378168, 3926), 'GO:0005634': (['851786'], 0.9999887304378168, 2044), 'GO:0005575': (['851786', '852147', '854024', '854565', '854564', '856338', '852636'], 0.9999887304378168, 6044), 'GO:0003674': (['851786', '852147', '854024', '854565', '854564', '856338', '852636'], 0.9999887304378168, 6265), 'GO:0008150': (['851786', '852147', '854024', '854565', '854564', '856338', '852636'], 0.9999887304378168, 6293)}"
221,"['SYH1', 'UBA3', 'TRE1', 'HAT1', 'HOT13', 'ARR2', 'RAD10']","query
SYH1     855999
UBA3     856179
TRE1     855927
HAT1     856106
HOT13    853778
ARR2     856330
RAD10    854878
Name: entrezgene, dtype: object","{'GO:0006281': (['856106', '854878'], 0.528356953199169, 293), 'GO:0042393': (['856106'], 0.528356953199169, 43), 'GO:0006974': (['856106', '854878'], 0.528356953199169, 336), 'GO:0006997': (['855999'], 0.528356953199169, 67), 'GO:0043543': (['856106'], 0.528356953199169, 73), 'GO:0016197': (['855927'], 0.528356953199169, 85), 'GO:0016874': (['856179'], 0.528356953199169, 105), 'GO:0003682': (['856106'], 0.528356953199169, 116), 'GO:0016570': (['856106'], 0.528356953199169, 130), 'GO:0004518': (['854878'], 0.528356953199169, 156), 'GO:0006605': (['853778'], 0.528356953199169, 181), 'GO:0018193': (['856106'], 0.528356953199169, 201), 'GO:0070647': (['856179'], 0.528356953199169, 203), 'GO:0051603': (['855927'], 0.528356953199169, 230), 'GO:0006310': (['854878'], 0.528356953199169, 244), 'GO:0007005': (['853778'], 0.528356953199169, 259), 'GO:0005739': (['855999', '853778'], 0.528356953199169, 893), 'GO:0005773': (['855927'], 0.528356953199169, 270), 'GO:0051321': (['854878'], 0.5519259890760239, 304), 'GO:0016491': (['856330'], 0.5519259890760239, 337), 'GO:0006325': (['856106'], 0.5519259890760239, 340), 'GO:0005740': (['853778'], 0.5771746962742544, 401), 'GO:0005886': (['855927'], 0.5771746962742544, 421), 'GO:0016020': (['855999', '853778', '855927'], 0.5771746962742544, 1977), 'GO:0055085': (['853778'], 0.579181119928395, 454), 'GO:0005694': (['856106'], 0.579181119928395, 469), 'GO:0042221': (['856330'], 0.5995810008084835, 515), 'GO:0003677': (['854878'], 0.6295979997271558, 577), 'GO:0043167': (['856179', '853778'], 0.6839864116863767, 1564), 'GO:0016740': (['856106'], 0.7886109049600623, 893), 'GO:0016787': (['854878'], 0.8102321726803201, 1014), 'GO:0005634': (['856106', '854878'], 0.8102321726803201, 2044), 'GO:0005737': (['856106', '853778', '855927', '855999'], 0.822782426802636, 3926), 'GO:0003674': (['856179', '854878', '856106', '855927', '856330', '855999', '853778'], 0.9955619028564322, 6265), 'GO:0005575': (['856106', '854878', '855927', '856330', '855999', '853778'], 0.9955619028564322, 6044), 'GO:0008150': (['856179', '854878', '856106', '855927', '856330', '855999', '853778'], 0.9955619028564322, 6293)}"
